Hteam,Ateam,1,N,2,Result,TeamH,TeamA
West Ham,Man United,4.46,3.74,1.8,D,33.0,19.0
Burnley,Bournemouth,2.14,3.5,3.6,A,8.0,6.0
Burnley,Bournemouth,2.2,3.3,3.5,A,8.0,6.0
Burnley,Bournemouth,2.2,3.5,3.4,A,8.0,6.0
Burnley,Bournemouth,2.28,3.6,3.7,A,8.0,6.0
Burnley,Bournemouth,2.18,3.42,3.37,A,8.0,6.0
Crystal Palace,West Brom,1.8,3.79,4.75,H,11.0,32.0
Crystal Palace,West Brom,1.75,3.6,5.0,H,11.0,32.0
Crystal Palace,West Brom,1.75,4.0,4.8,H,11.0,32.0
Crystal Palace,West Brom,1.85,4.1,5.0,H,11.0,32.0
Crystal Palace,West Brom,1.75,3.82,4.63,H,11.0,32.0
Huddersfield,Arsenal,6.0,4.33,1.6,A,14.0,0.0
Huddersfield,Arsenal,5.5,4.2,1.6,A,14.0,0.0
Huddersfield,Arsenal,6.0,4.4,1.57,A,14.0,0.0
Huddersfield,Arsenal,6.05,4.58,1.65,A,14.0,0.0
Huddersfield,Arsenal,5.58,4.31,1.58,A,14.0,0.0
Liverpool,Brighton,1.19,8.0,15.0,H,17.0,7.0
Liverpool,Brighton,1.2,6.5,17.0,H,17.0,7.0
Liverpool,Brighton,1.17,8.0,19.0,H,17.0,7.0
Liverpool,Brighton,1.23,8.0,19.0,H,17.0,7.0
Liverpool,Brighton,1.19,7.25,14.69,H,17.0,7.0
Man United,Watford,1.39,5.25,8.5,H,19.0,31.0
Man United,Watford,1.33,5.5,9.0,H,19.0,31.0
Man United,Watford,1.33,5.25,9.0,H,19.0,31.0
Man United,Watford,1.43,6.0,11.0,H,19.0,31.0
Man United,Watford,1.37,5.12,8.21,H,19.0,31.0
Newcastle,Chelsea,6.5,4.2,1.6,H,21.0,10.0
Newcastle,Chelsea,6.5,4.0,1.57,H,21.0,10.0
Newcastle,Chelsea,6.0,4.2,1.6,H,21.0,10.0
Newcastle,Chelsea,6.6,4.4,1.7,H,21.0,10.0
Newcastle,Chelsea,5.83,4.05,1.59,H,21.0,10.0
Southampton,Man City,9.0,5.0,1.39,A,26.0,18.0
Southampton,Man City,8.5,4.5,1.4,A,26.0,18.0
Southampton,Man City,7.5,5.0,1.44,A,26.0,18.0
Southampton,Man City,9.0,5.15,1.46,A,26.0,18.0
Southampton,Man City,7.39,4.82,1.42,A,26.0,18.0
Swansea,Stoke,1.9,3.79,4.2,A,29.0,27.0
Swansea,Stoke,1.91,3.75,4.0,A,29.0,27.0
Swansea,Stoke,1.9,3.75,4.2,A,29.0,27.0
Swansea,Stoke,1.98,3.9,4.35,A,29.0,27.0
Swansea,Stoke,1.89,3.67,4.08,A,29.0,27.0
Tottenham,Leicester,1.33,6.0,9.0,H,30.0,16.0
Tottenham,Leicester,1.3,6.0,9.0,H,30.0,16.0
Tottenham,Leicester,1.33,5.75,9.5,H,30.0,16.0
Tottenham,Leicester,1.35,6.25,10.5,H,30.0,16.0
Tottenham,Leicester,1.31,5.74,9.13,H,30.0,16.0
West Ham,Everton,2.45,3.5,3.0,H,33.0,12.0
West Ham,Everton,2.4,3.3,3.1,H,33.0,12.0
West Ham,Everton,2.4,3.5,3.1,H,33.0,12.0
West Ham,Everton,2.45,3.52,3.21,H,33.0,12.0
West Ham,Everton,2.37,3.39,3.04,H,33.0,12.0
Bournemouth,Aston Villa,2.0,3.6,4.0,A,6.0,1.0
Bournemouth,Aston Villa,1.91,3.5,4.0,A,6.0,1.0
Bournemouth,Aston Villa,2.0,3.5,4.2,A,6.0,1.0
Bournemouth,Aston Villa,2.1,3.65,4.33,A,6.0,1.0
Bournemouth,Aston Villa,1.96,3.48,3.98,A,6.0,1.0
Chelsea,Swansea,1.36,5.0,11.0,D,10.0,29.0
Chelsea,Swansea,1.4,4.0,10.0,D,10.0,29.0
Chelsea,Swansea,1.4,5.0,9.5,D,10.0,29.0
Chelsea,Swansea,1.43,5.0,11.26,D,10.0,29.0
Chelsea,Swansea,1.37,4.66,9.57,D,10.0,29.0
Everton,Watford,1.7,3.9,5.5,D,12.0,31.0
Everton,Watford,1.73,3.5,5.0,D,12.0,31.0
Everton,Watford,1.73,3.9,5.4,D,12.0,31.0
Everton,Watford,1.75,4.0,5.77,D,12.0,31.0
Everton,Watford,1.69,3.76,5.25,D,12.0,31.0
Leicester,Sunderland,1.95,3.5,4.33,H,16.0,28.0
Leicester,Sunderland,2.0,3.1,2.7,H,16.0,28.0
Leicester,Sunderland,2.0,3.4,4.33,H,16.0,28.0
Leicester,Sunderland,2.03,3.5,4.52,H,16.0,28.0
Leicester,Sunderland,1.96,3.37,4.06,H,16.0,28.0
Man United,Tottenham,1.65,4.0,6.0,H,19.0,30.0
Man United,Tottenham,1.62,3.6,6.0,H,19.0,30.0
Man United,Tottenham,1.67,4.0,5.75,H,19.0,30.0
Man United,Tottenham,1.71,4.2,6.5,H,19.0,30.0
Man United,Tottenham,1.63,3.9,5.65,H,19.0,30.0
Norwich,Crystal Palace,2.55,3.3,3.0,A,22.0,11.0
Norwich,Crystal Palace,2.6,3.1,2.88,A,22.0,11.0
Norwich,Crystal Palace,2.6,3.25,3.0,A,22.0,11.0
Norwich,Crystal Palace,2.63,3.42,3.11,A,22.0,11.0
Norwich,Crystal Palace,2.53,3.21,2.92,A,22.0,11.0
Arsenal,West Ham,1.29,6.0,12.0,A,0.0,33.0
Arsenal,West Ham,1.3,5.0,11.0,A,0.0,33.0
Arsenal,West Ham,1.3,5.75,12.0,A,0.0,33.0
Arsenal,West Ham,1.33,6.16,12.0,A,0.0,33.0
Arsenal,West Ham,1.29,5.53,10.75,A,0.0,33.0
Newcastle,Southampton,2.88,3.3,2.7,D,21.0,26.0
Newcastle,Southampton,2.7,3.1,2.7,D,21.0,26.0
Newcastle,Southampton,2.88,3.25,2.7,D,21.0,26.0
Newcastle,Southampton,2.88,3.47,2.76,D,21.0,26.0
Newcastle,Southampton,2.79,3.23,2.63,D,21.0,26.0
Stoke,Liverpool,3.4,3.4,2.3,A,27.0,17.0
Stoke,Liverpool,3.3,3.1,2.3,A,27.0,17.0
Stoke,Liverpool,3.4,3.4,2.3,A,27.0,17.0
Stoke,Liverpool,3.51,3.51,2.35,A,27.0,17.0
Stoke,Liverpool,3.33,3.33,2.24,A,27.0,17.0
West Brom,Man City,5.75,4.0,1.67,A,32.0,18.0
West Brom,Man City,5.5,3.5,1.7,A,32.0,18.0
West Brom,Man City,5.5,4.0,1.7,A,32.0,18.0
West Brom,Man City,6.5,4.1,1.72,A,32.0,18.0
West Brom,Man City,5.46,3.85,1.66,A,32.0,18.0
Aston Villa,Man United,5.5,3.8,1.73,A,1.0,19.0
Aston Villa,Man United,5.5,3.6,1.75,A,1.0,19.0
Aston Villa,Man United,5.5,3.8,1.75,A,1.0,19.0
Aston Villa,Man United,6.0,4.0,1.76,A,1.0,19.0
Aston Villa,Man United,5.37,3.67,1.71,A,1.0,19.0
Southampton,Everton,1.95,3.6,4.33,A,26.0,12.0
Southampton,Everton,2.0,3.25,4.0,A,26.0,12.0
Southampton,Everton,2.0,3.5,4.33,A,26.0,12.0
Southampton,Everton,2.1,3.68,4.5,A,26.0,12.0
Southampton,Everton,1.95,3.45,4.09,A,26.0,12.0
Sunderland,Norwich,2.5,3.3,3.1,A,28.0,22.0
Sunderland,Norwich,2.5,3.0,3.0,A,28.0,22.0
Sunderland,Norwich,2.55,3.2,3.13,A,28.0,22.0
Sunderland,Norwich,2.6,3.4,3.2,A,28.0,22.0
Sunderland,Norwich,2.47,3.2,3.01,A,28.0,22.0
Swansea,Newcastle,1.95,3.6,4.33,H,29.0,21.0
Swansea,Newcastle,1.95,3.2,4.33,H,29.0,21.0
Swansea,Newcastle,1.95,3.6,4.33,H,29.0,21.0
Swansea,Newcastle,2.01,3.7,4.33,H,29.0,21.0
Swansea,Newcastle,1.92,3.51,4.11,H,29.0,21.0
Tottenham,Stoke,1.8,3.75,5.0,D,30.0,27.0
Tottenham,Stoke,1.8,3.3,5.0,D,30.0,27.0
Tottenham,Stoke,1.8,3.7,5.0,D,30.0,27.0
Tottenham,Stoke,1.84,3.93,5.1,D,30.0,27.0
Tottenham,Stoke,1.77,3.66,4.8,D,30.0,27.0
Watford,West Brom,2.3,3.4,3.4,D,31.0,32.0
Watford,West Brom,2.3,3.2,3.2,D,31.0,32.0
Watford,West Brom,2.3,3.3,3.5,D,31.0,32.0
Watford,West Brom,2.4,3.51,3.54,D,31.0,32.0
Watford,West Brom,2.25,3.3,3.33,D,31.0,32.0
West Ham,Leicester,2.25,3.5,3.4,A,33.0,16.0
West Ham,Leicester,2.3,3.2,3.2,A,33.0,16.0
West Ham,Leicester,2.25,3.5,3.4,A,33.0,16.0
West Ham,Leicester,2.35,3.52,3.5,A,33.0,16.0
West Ham,Leicester,2.25,3.36,3.27,A,33.0,16.0
Crystal Palace,Arsenal,5.25,3.9,1.73,A,11.0,0.0
Crystal Palace,Arsenal,5.0,3.5,1.75,A,11.0,0.0
Crystal Palace,Arsenal,5.2,3.8,1.75,A,11.0,0.0
Crystal Palace,Arsenal,5.5,4.2,1.8,A,11.0,0.0
Crystal Palace,Arsenal,5.0,3.78,1.71,A,11.0,0.0
Man City,Chelsea,2.1,3.5,3.75,H,18.0,10.0
Man City,Chelsea,2.15,3.2,3.6,H,18.0,10.0
Man City,Chelsea,2.1,3.5,3.9,H,18.0,10.0
Man City,Chelsea,2.17,3.56,3.9,H,18.0,10.0
Man City,Chelsea,2.09,3.4,3.66,H,18.0,10.0
Liverpool,Bournemouth,1.45,4.75,8.0,H,17.0,6.0
Liverpool,Bournemouth,1.5,4.2,6.5,H,17.0,6.0
Liverpool,Bournemouth,1.45,4.75,8.5,H,17.0,6.0
Liverpool,Bournemouth,1.5,5.0,8.6,H,17.0,6.0
Liverpool,Bournemouth,1.44,4.46,7.71,H,17.0,6.0
Crystal Palace,Aston Villa,1.85,3.6,4.75,H,11.0,1.0
Crystal Palace,Aston Villa,1.85,3.4,4.5,H,11.0,1.0
Crystal Palace,Aston Villa,1.85,3.6,4.8,H,11.0,1.0
Crystal Palace,Aston Villa,1.9,3.7,4.89,H,11.0,1.0
Crystal Palace,Aston Villa,1.83,3.52,4.52,H,11.0,1.0
Leicester,Tottenham,2.63,3.6,2.75,D,16.0,30.0
Leicester,Tottenham,2.7,3.1,2.7,D,16.0,30.0
Leicester,Tottenham,2.7,3.5,2.7,D,16.0,30.0
Leicester,Tottenham,2.8,3.6,2.8,D,16.0,30.0
Leicester,Tottenham,2.63,3.38,2.67,D,16.0,30.0
Man United,Newcastle,1.36,5.25,10.0,D,19.0,21.0
Man United,Newcastle,1.36,5.0,8.0,D,19.0,21.0
Man United,Newcastle,1.36,5.0,10.5,D,19.0,21.0
Man United,Newcastle,1.4,5.25,10.5,D,19.0,21.0
Man United,Newcastle,1.36,4.91,8.9,D,19.0,21.0
Norwich,Stoke,2.3,3.3,3.5,D,22.0,27.0
Norwich,Stoke,2.3,3.2,3.1,D,22.0,27.0
Norwich,Stoke,2.38,3.3,3.4,D,22.0,27.0
Norwich,Stoke,2.4,3.4,3.5,D,22.0,27.0
Norwich,Stoke,2.3,3.27,3.22,D,22.0,27.0
Sunderland,Swansea,4.0,3.4,2.1,D,28.0,29.0
Sunderland,Swansea,3.75,3.2,2.1,D,28.0,29.0
Sunderland,Swansea,4.0,3.3,2.1,D,28.0,29.0
Sunderland,Swansea,4.1,3.6,2.14,D,28.0,29.0
Sunderland,Swansea,3.74,3.33,2.07,D,28.0,29.0
West Ham,Bournemouth,2.38,3.4,3.2,A,33.0,6.0
West Ham,Bournemouth,2.4,3.1,3.1,A,33.0,6.0
West Ham,Bournemouth,2.38,3.4,3.2,A,33.0,6.0
West Ham,Bournemouth,2.41,3.5,3.3,A,33.0,6.0
West Ham,Bournemouth,2.34,3.35,3.09,A,33.0,6.0
Everton,Man City,5.0,4.0,1.73,A,12.0,18.0
Everton,Man City,5.0,3.5,1.75,A,12.0,18.0
Everton,Man City,5.0,4.0,1.75,A,12.0,18.0
Everton,Man City,5.0,4.2,1.77,A,12.0,18.0
Everton,Man City,4.72,3.92,1.73,A,12.0,18.0
Watford,Southampton,2.8,3.3,2.75,D,31.0,26.0
Watford,Southampton,2.7,3.1,2.7,D,31.0,26.0
Watford,Southampton,2.8,3.3,2.75,D,31.0,26.0
Watford,Southampton,2.8,3.5,2.8,D,31.0,26.0
Watford,Southampton,2.7,3.25,2.7,D,31.0,26.0
West Brom,Chelsea,6.5,4.0,1.62,A,32.0,10.0
West Brom,Chelsea,6.0,3.4,1.67,A,32.0,10.0
West Brom,Chelsea,6.25,3.9,1.65,A,32.0,10.0
West Brom,Chelsea,6.5,4.2,1.67,A,32.0,10.0
West Brom,Chelsea,5.93,3.79,1.62,A,32.0,10.0
Arsenal,Liverpool,1.75,4.0,5.0,D,0.0,17.0
Arsenal,Liverpool,1.73,3.5,5.0,D,0.0,17.0
Arsenal,Liverpool,1.73,4.0,5.2,D,0.0,17.0
Arsenal,Liverpool,1.8,4.0,5.2,D,0.0,17.0
Arsenal,Liverpool,1.72,3.82,4.9,D,0.0,17.0
Aston Villa,Sunderland,1.91,3.5,4.75,D,1.0,28.0
Aston Villa,Sunderland,1.91,3.2,4.5,D,1.0,28.0
Aston Villa,Sunderland,1.95,3.4,4.6,D,1.0,28.0
Aston Villa,Sunderland,1.95,3.7,4.75,D,1.0,28.0
Aston Villa,Sunderland,1.89,3.42,4.38,D,1.0,28.0
Bournemouth,Leicester,2.2,3.6,3.4,D,6.0,16.0
Bournemouth,Leicester,2.2,3.2,3.4,D,6.0,16.0
Bournemouth,Leicester,2.15,3.5,3.6,D,6.0,16.0
Bournemouth,Leicester,2.25,3.63,3.6,D,6.0,16.0
Bournemouth,Leicester,2.14,3.48,3.38,D,6.0,16.0
Chelsea,Crystal Palace,1.36,5.0,11.0,A,10.0,11.0
Chelsea,Crystal Palace,1.36,4.5,9.5,A,10.0,11.0
Chelsea,Crystal Palace,1.36,5.0,10.5,A,10.0,11.0
Chelsea,Crystal Palace,1.4,5.26,11.0,A,10.0,11.0
Chelsea,Crystal Palace,1.35,4.94,9.38,A,10.0,11.0
Liverpool,West Ham,1.36,5.5,9.0,A,17.0,33.0
Liverpool,West Ham,1.36,4.5,9.5,A,17.0,33.0
Liverpool,West Ham,1.36,5.4,9.5,A,17.0,33.0
Liverpool,West Ham,1.4,5.5,10.21,A,17.0,33.0
Liverpool,West Ham,1.36,4.99,9.06,A,17.0,33.0
Man City,Watford,1.2,8.0,15.0,H,18.0,31.0
Man City,Watford,1.22,6.0,13.0,H,18.0,31.0
Man City,Watford,1.2,8.0,15.0,H,18.0,31.0
Man City,Watford,1.25,8.0,17.75,H,18.0,31.0
Man City,Watford,1.19,7.15,14.45,H,18.0,31.0
Newcastle,Arsenal,6.0,4.2,1.62,A,21.0,0.0
Newcastle,Arsenal,6.0,3.6,1.62,A,21.0,0.0
Newcastle,Arsenal,6.25,4.2,1.6,A,21.0,0.0
Newcastle,Arsenal,6.25,4.21,1.7,A,21.0,0.0
Newcastle,Arsenal,5.7,3.99,1.61,A,21.0,0.0
Stoke,West Brom,1.95,3.4,4.5,A,27.0,32.0
Stoke,West Brom,1.95,3.25,4.2,A,27.0,32.0
Stoke,West Brom,1.93,3.5,4.6,A,27.0,32.0
Stoke,West Brom,2.0,3.5,4.6,A,27.0,32.0
Stoke,West Brom,1.93,3.39,4.22,A,27.0,32.0
Tottenham,Everton,2.0,3.5,4.2,D,30.0,12.0
Tottenham,Everton,2.0,3.25,4.0,D,30.0,12.0
Tottenham,Everton,1.93,3.7,4.2,D,30.0,12.0
Tottenham,Everton,2.0,3.72,4.33,D,30.0,12.0
Tottenham,Everton,1.94,3.53,3.98,D,30.0,12.0
Southampton,Norwich,2.05,3.5,4.0,H,26.0,22.0
Southampton,Norwich,2.05,3.25,3.8,H,26.0,22.0
Southampton,Norwich,2.05,3.5,4.0,H,26.0,22.0
Southampton,Norwich,2.07,3.6,4.1,H,26.0,22.0
Southampton,Norwich,2.01,3.44,3.82,H,26.0,22.0
Swansea,Man United,3.6,3.3,2.25,H,29.0,19.0
Swansea,Man United,3.5,3.0,2.25,H,29.0,19.0
Swansea,Man United,3.6,3.4,2.2,H,29.0,19.0
Swansea,Man United,3.7,3.5,2.27,H,29.0,19.0
Swansea,Man United,3.42,3.31,2.19,H,29.0,19.0
Arsenal,Stoke,1.29,6.0,12.0,H,0.0,27.0
Arsenal,Stoke,1.3,5.0,11.0,H,0.0,27.0
Arsenal,Stoke,1.3,5.75,12.0,H,0.0,27.0
Arsenal,Stoke,1.3,6.13,13.0,H,0.0,27.0
Arsenal,Stoke,1.27,5.71,11.27,H,0.0,27.0
Crystal Palace,Man City,5.5,4.2,1.67,A,11.0,18.0
Crystal Palace,Man City,5.5,3.8,1.62,A,11.0,18.0
Crystal Palace,Man City,5.5,4.2,1.65,A,11.0,18.0
Crystal Palace,Man City,6.0,4.25,1.67,A,11.0,18.0
Crystal Palace,Man City,5.44,4.05,1.62,A,11.0,18.0
Everton,Chelsea,4.0,3.6,2.0,H,12.0,10.0
Everton,Chelsea,4.0,3.1,2.05,H,12.0,10.0
Everton,Chelsea,4.1,3.6,2.0,H,12.0,10.0
Everton,Chelsea,4.11,3.7,2.05,H,12.0,10.0
Everton,Chelsea,3.91,3.45,1.99,H,12.0,10.0
Man United,Liverpool,2.0,3.4,4.33,H,19.0,17.0
Man United,Liverpool,1.95,3.4,4.5,H,19.0,17.0
Man United,Liverpool,1.95,3.5,4.33,H,19.0,17.0
Man United,Liverpool,2.0,3.55,4.59,H,19.0,17.0
Man United,Liverpool,1.93,3.41,4.27,H,19.0,17.0
Norwich,Bournemouth,2.4,3.4,3.2,H,22.0,6.0
Norwich,Bournemouth,2.4,3.1,3.1,H,22.0,6.0
Norwich,Bournemouth,2.4,3.4,3.2,H,22.0,6.0
Norwich,Bournemouth,2.41,3.51,3.23,H,22.0,6.0
Norwich,Bournemouth,2.33,3.36,3.11,H,22.0,6.0
Watford,Swansea,2.75,3.4,2.75,H,31.0,29.0
Watford,Swansea,2.75,3.0,2.75,H,31.0,29.0
Watford,Swansea,2.7,3.3,2.88,H,31.0,29.0
Watford,Swansea,2.77,3.4,2.9,H,31.0,29.0
Watford,Swansea,2.68,3.23,2.74,H,31.0,29.0
West Brom,Southampton,3.2,3.2,2.5,D,32.0,26.0
West Brom,Southampton,3.1,3.0,2.5,D,32.0,26.0
West Brom,Southampton,3.3,3.2,2.45,D,32.0,26.0
West Brom,Southampton,3.24,3.3,2.5,D,32.0,26.0
West Brom,Southampton,3.09,3.16,2.45,D,32.0,26.0
Leicester,Aston Villa,1.91,3.75,4.33,H,16.0,1.0
Leicester,Aston Villa,1.91,3.3,4.33,H,16.0,1.0
Leicester,Aston Villa,1.87,3.7,4.6,H,16.0,1.0
Leicester,Aston Villa,1.95,3.8,4.62,H,16.0,1.0
Leicester,Aston Villa,1.86,3.58,4.32,H,16.0,1.0
Sunderland,Tottenham,4.33,3.6,1.95,A,28.0,30.0
Sunderland,Tottenham,4.2,3.25,1.95,A,28.0,30.0
Sunderland,Tottenham,4.4,3.6,1.93,A,28.0,30.0
Sunderland,Tottenham,4.41,3.65,2.0,A,28.0,30.0
Sunderland,Tottenham,4.14,3.49,1.92,A,28.0,30.0
West Ham,Newcastle,2.25,3.5,3.4,H,33.0,21.0
West Ham,Newcastle,2.25,3.1,3.4,H,33.0,21.0
West Ham,Newcastle,2.25,3.5,3.4,H,33.0,21.0
West Ham,Newcastle,2.27,3.6,3.48,H,33.0,21.0
West Ham,Newcastle,2.19,3.41,3.33,H,33.0,21.0
Aston Villa,West Brom,2.3,3.25,3.5,A,1.0,32.0
Aston Villa,West Brom,2.3,3.2,3.2,A,1.0,32.0
Aston Villa,West Brom,2.3,3.2,3.6,A,1.0,32.0
Aston Villa,West Brom,2.33,3.27,3.6,A,1.0,32.0
Aston Villa,West Brom,2.28,3.2,3.36,A,1.0,32.0
Bournemouth,Sunderland,1.7,4.0,5.5,H,6.0,28.0
Bournemouth,Sunderland,1.73,3.6,5.0,H,6.0,28.0
Bournemouth,Sunderland,1.7,3.9,5.5,H,6.0,28.0
Bournemouth,Sunderland,1.75,4.0,5.5,H,6.0,28.0
Bournemouth,Sunderland,1.7,3.79,5.14,H,6.0,28.0
Chelsea,Arsenal,2.45,3.5,3.0,H,10.0,0.0
Chelsea,Arsenal,2.4,3.1,3.1,H,10.0,0.0
Chelsea,Arsenal,2.4,3.5,3.1,H,10.0,0.0
Chelsea,Arsenal,2.5,3.52,3.24,H,10.0,0.0
Chelsea,Arsenal,2.41,3.38,2.97,H,10.0,0.0
Man City,West Ham,1.29,6.5,11.0,A,18.0,33.0
Man City,West Ham,1.29,5.0,12.0,A,18.0,33.0
Man City,West Ham,1.25,6.5,13.0,A,18.0,33.0
Man City,West Ham,1.29,6.57,13.0,A,18.0,33.0
Man City,West Ham,1.26,6.08,11.33,A,18.0,33.0
Newcastle,Watford,2.5,3.3,3.1,A,21.0,31.0
Newcastle,Watford,2.5,3.2,2.9,A,21.0,31.0
Newcastle,Watford,2.5,3.3,3.13,A,21.0,31.0
Newcastle,Watford,2.55,3.48,3.13,A,21.0,31.0
Newcastle,Watford,2.47,3.25,2.97,A,21.0,31.0
Stoke,Leicester,2.5,3.4,3.0,D,27.0,16.0
Stoke,Leicester,2.5,3.0,3.0,D,27.0,16.0
Stoke,Leicester,2.45,3.4,3.13,D,27.0,16.0
Stoke,Leicester,2.5,3.42,3.13,D,27.0,16.0
Stoke,Leicester,2.43,3.3,2.98,D,27.0,16.0
Swansea,Everton,2.3,3.4,3.4,D,29.0,12.0
Swansea,Everton,2.3,3.2,3.2,D,29.0,12.0
Swansea,Everton,2.25,3.4,3.4,D,29.0,12.0
Swansea,Everton,2.34,3.47,3.41,D,29.0,12.0
Swansea,Everton,2.26,3.33,3.27,D,29.0,12.0
Liverpool,Norwich,1.67,4.0,5.75,D,17.0,22.0
Liverpool,Norwich,1.67,3.6,5.5,D,17.0,22.0
Liverpool,Norwich,1.67,4.0,5.75,D,17.0,22.0
Liverpool,Norwich,1.68,4.1,6.0,D,17.0,22.0
Liverpool,Norwich,1.64,3.86,5.54,D,17.0,22.0
Southampton,Man United,3.1,3.3,2.5,A,26.0,19.0
Southampton,Man United,3.0,3.0,2.5,A,26.0,19.0
Southampton,Man United,3.2,3.2,2.5,A,26.0,19.0
Southampton,Man United,3.25,3.32,2.5,A,26.0,19.0
Southampton,Man United,3.06,3.19,2.44,A,26.0,19.0
Tottenham,Crystal Palace,2.0,3.6,4.0,H,30.0,11.0
Tottenham,Crystal Palace,1.95,3.5,3.8,H,30.0,11.0
Tottenham,Crystal Palace,2.0,3.6,4.0,H,30.0,11.0
Tottenham,Crystal Palace,2.02,3.72,4.33,H,30.0,11.0
Tottenham,Crystal Palace,1.97,3.48,3.95,H,30.0,11.0
Leicester,Arsenal,4.5,4.0,1.8,A,16.0,0.0
Leicester,Arsenal,4.0,3.75,1.85,A,16.0,0.0
Leicester,Arsenal,4.4,3.9,1.85,A,16.0,0.0
Leicester,Arsenal,4.56,4.01,1.9,A,16.0,0.0
Leicester,Arsenal,4.26,3.81,1.82,A,16.0,0.0
Liverpool,Aston Villa,1.53,4.33,7.0,H,17.0,1.0
Liverpool,Aston Villa,1.53,3.8,7.0,H,17.0,1.0
Liverpool,Aston Villa,1.55,4.1,7.5,H,17.0,1.0
Liverpool,Aston Villa,1.56,4.4,7.5,H,17.0,1.0
Liverpool,Aston Villa,1.52,4.13,6.81,H,17.0,1.0
Man United,Sunderland,1.2,7.5,16.0,H,19.0,28.0
Man United,Sunderland,1.22,6.0,13.0,H,19.0,28.0
Man United,Sunderland,1.22,7.0,15.0,H,19.0,28.0
Man United,Sunderland,1.24,7.5,16.7,H,19.0,28.0
Man United,Sunderland,1.21,6.57,13.85,H,19.0,28.0
Newcastle,Chelsea,6.0,4.2,1.62,D,21.0,10.0
Newcastle,Chelsea,6.0,3.6,1.62,D,21.0,10.0
Newcastle,Chelsea,6.0,4.0,1.65,D,21.0,10.0
Newcastle,Chelsea,6.1,4.2,1.67,D,21.0,10.0
Newcastle,Chelsea,5.62,3.94,1.62,D,21.0,10.0
Southampton,Swansea,2.05,3.4,4.2,H,26.0,29.0
Southampton,Swansea,2.05,3.1,4.0,H,26.0,29.0
Southampton,Swansea,2.1,3.3,4.1,H,26.0,29.0
Southampton,Swansea,2.2,3.51,4.2,H,26.0,29.0
Southampton,Swansea,2.03,3.37,3.86,H,26.0,29.0
Stoke,Bournemouth,2.55,3.3,3.0,H,27.0,6.0
Stoke,Bournemouth,2.5,3.1,3.0,H,27.0,6.0
Stoke,Bournemouth,2.55,3.3,3.0,H,27.0,6.0
Stoke,Bournemouth,2.6,3.53,3.06,H,27.0,6.0
Stoke,Bournemouth,2.48,3.31,2.9,H,27.0,6.0
Tottenham,Man City,4.2,3.8,1.91,H,30.0,18.0
Tottenham,Man City,4.0,3.4,1.95,H,30.0,18.0
Tottenham,Man City,4.0,3.8,1.95,H,30.0,18.0
Tottenham,Man City,4.3,3.82,2.0,H,30.0,18.0
Tottenham,Man City,3.94,3.62,1.93,H,30.0,18.0
West Ham,Norwich,2.25,3.5,3.4,D,33.0,22.0
West Ham,Norwich,2.3,3.2,3.2,D,33.0,22.0
West Ham,Norwich,2.25,3.5,3.4,D,33.0,22.0
West Ham,Norwich,2.3,3.54,3.52,D,33.0,22.0
West Ham,Norwich,2.22,3.4,3.28,D,33.0,22.0
Watford,Crystal Palace,2.5,3.3,3.1,A,31.0,11.0
Watford,Crystal Palace,2.5,3.1,3.0,A,31.0,11.0
Watford,Crystal Palace,2.7,3.13,3.0,A,31.0,11.0
Watford,Crystal Palace,2.7,3.4,3.12,A,31.0,11.0
Watford,Crystal Palace,2.48,3.25,2.96,A,31.0,11.0
West Brom,Everton,3.1,3.3,2.5,A,32.0,12.0
West Brom,Everton,3.1,3.0,2.5,A,32.0,12.0
West Brom,Everton,3.1,3.3,2.5,A,32.0,12.0
West Brom,Everton,3.1,3.4,2.55,A,32.0,12.0
West Brom,Everton,2.98,3.25,2.47,A,32.0,12.0
Aston Villa,Stoke,2.5,3.3,3.1,A,1.0,27.0
Aston Villa,Stoke,2.5,3.2,2.9,A,1.0,27.0
Aston Villa,Stoke,2.5,3.3,3.13,A,1.0,27.0
Aston Villa,Stoke,2.55,3.4,3.13,A,1.0,27.0
Aston Villa,Stoke,2.47,3.23,2.99,A,1.0,27.0
Bournemouth,Watford,2.1,3.5,3.8,D,6.0,31.0
Bournemouth,Watford,2.15,3.0,3.75,D,6.0,31.0
Bournemouth,Watford,2.1,3.5,3.8,D,6.0,31.0
Bournemouth,Watford,2.15,3.6,3.8,D,6.0,31.0
Bournemouth,Watford,2.1,3.39,3.62,D,6.0,31.0
Chelsea,Southampton,1.83,3.7,4.8,A,10.0,26.0
Chelsea,Southampton,1.83,3.2,4.8,A,10.0,26.0
Chelsea,Southampton,1.83,3.75,4.75,A,10.0,26.0
Chelsea,Southampton,1.87,3.8,5.25,A,10.0,26.0
Chelsea,Southampton,1.8,3.63,4.61,A,10.0,26.0
Crystal Palace,West Brom,1.83,3.6,5.0,H,11.0,32.0
Crystal Palace,West Brom,1.85,3.1,5.0,H,11.0,32.0
Crystal Palace,West Brom,1.85,3.5,5.0,H,11.0,32.0
Crystal Palace,West Brom,1.87,3.7,5.05,H,11.0,32.0
Crystal Palace,West Brom,1.81,3.49,4.74,H,11.0,32.0
Man City,Newcastle,1.25,7.0,13.0,H,18.0,21.0
Man City,Newcastle,1.25,6.0,13.0,H,18.0,21.0
Man City,Newcastle,1.22,7.0,15.0,H,18.0,21.0
