Hteam,Ateam,Month,1,N,2,Result,TeamH,TeamA
Chelsea,Southampton,2,1.33,5.5,8.5,D,10.0,26.0
Chelsea,Southampton,2,1.25,6.0,12.0,D,10.0,26.0
Chelsea,Southampton,2,1.29,6.0,13.0,D,10.0,26.0
Chelsea,Southampton,2,1.33,6.5,13.5,D,10.0,26.0
Chelsea,Southampton,2,1.27,5.94,11.58,D,10.0,26.0
Huddersfield,Burnley,2,2.14,3.1,4.2,A,14.0,8.0
Huddersfield,Burnley,2,2.15,3.1,3.8,A,14.0,8.0
Huddersfield,Burnley,2,2.1,3.1,3.85,A,14.0,8.0
Huddersfield,Burnley,2,2.1,3.1,4.0,A,14.0,8.0
Huddersfield,Burnley,2,2.15,3.13,4.1,A,14.0,8.0
Huddersfield,Burnley,2,2.22,3.2,4.2,A,14.0,8.0
Huddersfield,Burnley,2,2.15,3.12,3.92,A,14.0,8.0
Newcastle,Man United,2,6.0,4.2,1.61,A,21.0,19.0
Newcastle,Man United,2,6.0,4.0,1.57,A,21.0,19.0
Newcastle,Man United,2,5.6,4.25,1.57,A,21.0,19.0
Newcastle,Man United,2,6.0,4.2,1.55,A,21.0,19.0
Newcastle,Man United,2,6.25,4.4,1.55,A,21.0,19.0
Newcastle,Man United,2,6.25,4.4,1.62,A,21.0,19.0
Newcastle,Man United,2,5.78,4.22,1.58,A,21.0,19.0
West Ham,Brighton,2,1.95,3.75,4.0,D,33.0,7.0
West Ham,Brighton,2,1.95,3.5,3.9,D,33.0,7.0
West Ham,Brighton,2,1.9,3.5,4.1,D,33.0,7.0
West Ham,Brighton,2,1.91,3.6,4.0,D,33.0,7.0
West Ham,Brighton,2,1.95,3.6,4.1,D,33.0,7.0
West Ham,Brighton,2,2.02,3.75,4.2,D,33.0,7.0
West Ham,Brighton,2,1.96,3.56,3.96,D,33.0,7.0
Wolves,Crystal Palace,2,2.0,3.4,4.33,A,35.0,11.0
Wolves,Crystal Palace,2,2.0,3.25,4.1,A,35.0,11.0
Wolves,Crystal Palace,2,1.97,3.3,4.05,A,35.0,11.0
Wolves,Crystal Palace,2,2.0,3.3,4.0,A,35.0,11.0
Wolves,Crystal Palace,2,2.0,3.4,4.3,A,35.0,11.0
Wolves,Crystal Palace,2,2.06,3.55,4.33,A,35.0,11.0
Wolves,Crystal Palace,2,2.0,3.33,4.13,A,35.0,11.0
Man City,Liverpool,3,2.04,3.8,3.6,H,18.0,17.0
Man City,Liverpool,3,2.05,3.8,3.3,H,18.0,17.0
Man City,Liverpool,3,2.1,3.6,3.35,H,18.0,17.0
Man City,Liverpool,3,2.0,3.75,3.5,H,18.0,17.0
Man City,Liverpool,3,2.1,3.8,3.5,H,18.0,17.0
Man City,Liverpool,3,2.1,4.0,3.7,H,18.0,17.0
Man City,Liverpool,3,2.04,3.79,3.45,H,18.0,17.0
Brighton,Liverpool,12,11.0,6.0,1.3,A,7.0,17.0
Brighton,Liverpool,12,10.0,5.5,1.3,A,7.0,17.0
Brighton,Liverpool,12,8.0,5.3,1.35,A,7.0,17.0
Brighton,Liverpool,12,10.0,5.5,1.3,A,7.0,17.0
Brighton,Liverpool,12,10.5,5.5,1.33,A,7.0,17.0
Brighton,Liverpool,12,11.0,6.0,1.35,A,7.0,17.0
Brighton,Liverpool,12,10.09,5.39,1.32,A,7.0,17.0
Burnley,Fulham,12,2.4,3.3,3.25,H,8.0,13.0
Burnley,Fulham,12,2.35,3.2,3.2,H,8.0,13.0
Burnley,Fulham,12,2.35,3.25,3.15,H,8.0,13.0
Burnley,Fulham,12,2.3,3.2,3.25,H,8.0,13.0
Burnley,Fulham,12,2.4,3.3,3.3,H,8.0,13.0
Burnley,Fulham,12,2.5,3.35,3.38,H,8.0,13.0
Burnley,Fulham,12,2.37,3.25,3.22,H,8.0,13.0
Cardiff,Huddersfield,12,2.25,3.25,3.6,D,9.0,14.0
Cardiff,Huddersfield,12,2.2,3.1,3.6,D,9.0,14.0
Cardiff,Huddersfield,12,2.2,3.1,3.6,D,9.0,14.0
Cardiff,Huddersfield,12,2.2,3.1,3.6,D,9.0,14.0
Cardiff,Huddersfield,12,2.3,3.13,3.75,D,9.0,14.0
Cardiff,Huddersfield,12,2.32,3.25,3.75,D,9.0,14.0
Cardiff,Huddersfield,12,2.25,3.17,3.56,D,9.0,14.0
Chelsea,Newcastle,12,1.22,7.0,15.0,H,10.0,21.0
Chelsea,Newcastle,12,1.22,6.25,13.5,H,10.0,21.0
Chelsea,Newcastle,12,1.25,6.1,11.0,H,10.0,21.0
Chelsea,Newcastle,12,1.2,7.0,13.0,H,10.0,21.0
Chelsea,Newcastle,12,1.22,6.5,17.0,H,10.0,21.0
Chelsea,Newcastle,12,1.26,7.0,17.0,H,10.0,21.0
Chelsea,Newcastle,12,1.23,6.35,14.63,H,10.0,21.0
Crystal Palace,Watford,12,2.25,3.4,3.5,A,11.0,31.0
Crystal Palace,Watford,12,2.2,3.3,3.4,A,11.0,31.0
Crystal Palace,Watford,12,2.2,3.3,3.4,A,11.0,31.0
Crystal Palace,Watford,12,2.2,3.3,3.4,A,11.0,31.0
Crystal Palace,Watford,12,2.25,3.4,3.5,A,11.0,31.0
Crystal Palace,Watford,12,2.32,3.45,3.6,A,11.0,31.0
Crystal Palace,Watford,12,2.23,3.35,3.4,A,11.0,31.0
Leicester,Southampton,12,1.95,3.5,4.33,A,16.0,26.0
Leicester,Southampton,12,1.91,3.5,4.1,A,16.0,26.0
Leicester,Southampton,12,1.9,3.5,4.2,A,16.0,26.0
Leicester,Southampton,12,1.85,3.5,4.33,A,16.0,26.0
Leicester,Southampton,12,1.95,3.5,4.5,A,16.0,26.0
Leicester,Southampton,12,2.02,3.6,4.5,A,16.0,26.0
Leicester,Southampton,12,1.94,3.48,4.24,A,16.0,26.0
West Ham,Arsenal,12,3.5,4.0,2.05,H,33.0,0.0
West Ham,Arsenal,12,3.5,3.75,2.0,H,33.0,0.0
West Ham,Arsenal,12,3.4,3.5,2.1,H,33.0,0.0
West Ham,Arsenal,12,3.4,3.8,2.0,H,33.0,0.0
West Ham,Arsenal,12,3.4,4.0,2.1,H,33.0,0.0
West Ham,Arsenal,12,3.6,4.0,2.11,H,33.0,0.0
West Ham,Arsenal,12,3.43,3.8,2.06,H,33.0,0.0
Everton,Bournemouth,1,1.75,4.0,4.8,H,12.0,6.0
Everton,Bournemouth,1,1.75,3.9,4.6,H,12.0,6.0
Everton,Bournemouth,1,1.8,3.7,4.4,H,12.0,6.0
Everton,Bournemouth,1,1.75,3.75,4.75,H,12.0,6.0
Everton,Bournemouth,1,1.75,4.0,4.8,H,12.0,6.0
Everton,Bournemouth,1,1.81,4.05,4.91,H,12.0,6.0
Everton,Bournemouth,1,1.76,3.89,4.64,H,12.0,6.0
Tottenham,Man United,1,2.05,3.7,3.75,A,30.0,19.0
Tottenham,Man United,1,2.05,3.6,3.5,A,30.0,19.0
Tottenham,Man United,1,2.15,3.4,3.4,A,30.0,19.0
Tottenham,Man United,1,2.0,3.6,3.7,A,30.0,19.0
Tottenham,Man United,1,2.1,3.6,3.6,A,30.0,19.0
Tottenham,Man United,1,2.15,3.8,3.85,A,30.0,19.0
Tottenham,Man United,1,2.06,3.64,3.58,A,30.0,19.0
Man City,Wolves,1,1.18,8.0,17.0,H,18.0,35.0
Man City,Wolves,1,1.18,7.5,14.0,H,18.0,35.0
Man City,Wolves,1,1.2,7.0,13.0,H,18.0,35.0
Man City,Wolves,1,1.17,7.5,17.0,H,18.0,35.0
Man City,Wolves,1,1.18,8.0,18.0,H,18.0,35.0
Man City,Wolves,1,1.22,8.5,18.0,H,18.0,35.0
Man City,Wolves,1,1.19,7.34,15.63,H,18.0,35.0
Arsenal,Chelsea,1,3.1,3.6,2.37,H,0.0,10.0
Arsenal,Chelsea,1,3.0,3.5,2.3,H,0.0,10.0
Arsenal,Chelsea,1,2.95,3.6,2.3,H,0.0,10.0
Arsenal,Chelsea,1,3.0,3.5,2.3,H,0.0,10.0
Arsenal,Chelsea,1,3.1,3.6,2.38,H,0.0,10.0
Arsenal,Chelsea,1,3.11,3.66,2.4,H,0.0,10.0
Arsenal,Chelsea,1,3.01,3.54,2.34,H,0.0,10.0
Bournemouth,West Ham,1,2.37,3.7,3.0,H,6.0,33.0
Bournemouth,West Ham,1,2.35,3.5,2.95,H,6.0,33.0
Bournemouth,West Ham,1,2.3,3.6,2.9,H,6.0,33.0
Bournemouth,West Ham,1,2.3,3.5,3.0,H,6.0,33.0
Bournemouth,West Ham,1,2.4,3.7,3.0,H,6.0,33.0
Bournemouth,West Ham,1,2.4,3.71,3.1,H,6.0,33.0
Bournemouth,West Ham,1,2.35,3.59,2.96,H,6.0,33.0
Liverpool,Crystal Palace,1,1.2,7.5,17.0,H,17.0,11.0
Liverpool,Crystal Palace,1,1.18,7.25,15.0,H,17.0,11.0
Liverpool,Crystal Palace,1,1.2,7.0,13.0,H,17.0,11.0
Liverpool,Crystal Palace,1,1.17,7.5,17.0,H,17.0,11.0
Liverpool,Crystal Palace,1,1.2,7.5,18.0,H,17.0,11.0
Liverpool,Crystal Palace,1,1.22,7.75,18.0,H,17.0,11.0
Liverpool,Crystal Palace,1,1.19,7.18,15.52,H,17.0,11.0
Man United,Brighton,1,1.3,5.75,12.0,H,19.0,7.0
Man United,Brighton,1,1.3,5.5,10.5,H,19.0,7.0
Man United,Brighton,1,1.3,5.5,9.6,H,19.0,7.0
Man United,Brighton,1,1.29,5.5,11.0,H,19.0,7.0
Man United,Brighton,1,1.3,5.5,12.0,H,19.0,7.0
Man United,Brighton,1,1.33,6.0,12.0,H,19.0,7.0
Man United,Brighton,1,1.3,5.49,10.75,H,19.0,7.0
Newcastle,Cardiff,1,1.95,3.4,4.5,H,21.0,9.0
Newcastle,Cardiff,1,1.95,3.25,4.33,H,21.0,9.0
Newcastle,Cardiff,1,2.0,3.3,4.0,H,21.0,9.0
Newcastle,Cardiff,1,1.95,3.25,4.4,H,21.0,9.0
Newcastle,Cardiff,1,2.0,3.3,4.5,H,21.0,9.0
Newcastle,Cardiff,1,2.0,3.45,4.6,H,21.0,9.0
Newcastle,Cardiff,1,1.96,3.3,4.4,H,21.0,9.0
Southampton,Everton,1,2.75,3.4,2.7,H,26.0,12.0
Southampton,Everton,1,2.65,3.3,2.7,H,26.0,12.0
Southampton,Everton,1,2.65,3.3,2.7,H,26.0,12.0
Southampton,Everton,1,2.62,3.3,2.7,H,26.0,12.0
Southampton,Everton,1,2.75,3.4,2.75,H,26.0,12.0
Southampton,Everton,1,2.8,3.44,2.78,H,26.0,12.0
Southampton,Everton,1,2.7,3.34,2.7,H,26.0,12.0
Watford,Burnley,1,1.65,4.0,5.75,D,31.0,8.0
Watford,Burnley,1,1.62,4.0,5.5,D,31.0,8.0
Watford,Burnley,1,1.7,3.8,5.0,D,31.0,8.0
Watford,Burnley,1,1.62,3.9,5.8,D,31.0,8.0
Watford,Burnley,1,1.65,4.0,6.0,D,31.0,8.0
Watford,Burnley,1,1.7,4.15,6.0,D,31.0,8.0
Watford,Burnley,1,1.64,3.95,5.54,D,31.0,8.0
Wolves,Leicester,1,2.37,3.2,3.4,H,35.0,16.0
Wolves,Leicester,1,2.3,3.2,3.3,H,35.0,16.0
Wolves,Leicester,1,2.3,3.1,3.4,H,35.0,16.0
Wolves,Leicester,1,2.3,3.1,3.4,H,35.0,16.0
Wolves,Leicester,1,2.38,3.2,3.5,H,35.0,16.0
Wolves,Leicester,1,2.4,3.21,3.5,H,35.0,16.0
Wolves,Leicester,1,2.33,3.16,3.4,H,35.0,16.0
Fulham,Tottenham,1,5.25,3.8,1.75,A,13.0,30.0
Fulham,Tottenham,1,5.25,3.6,1.72,A,13.0,30.0
Fulham,Tottenham,1,5.2,3.6,1.73,A,13.0,30.0
Fulham,Tottenham,1,5.5,3.6,1.73,A,13.0,30.0
Fulham,Tottenham,1,5.25,3.8,1.73,A,13.0,30.0
Fulham,Tottenham,1,5.5,3.8,1.77,A,13.0,30.0
Fulham,Tottenham,1,5.28,3.64,1.73,A,13.0,30.0
Huddersfield,Man City,1,21.0,8.5,1.16,A,14.0,18.0
Huddersfield,Man City,1,21.0,8.0,1.14,A,14.0,18.0
Huddersfield,Man City,1,18.0,7.8,1.15,A,14.0,18.0
Huddersfield,Man City,1,19.0,8.0,1.14,A,14.0,18.0
Huddersfield,Man City,1,21.0,8.5,1.14,A,14.0,18.0
Huddersfield,Man City,1,28.0,10.0,1.18,A,14.0,18.0
Huddersfield,Man City,1,20.84,8.34,1.15,A,14.0,18.0
Arsenal,Cardiff,1,1.22,7.0,15.0,H,0.0,9.0
Arsenal,Cardiff,1,1.25,6.5,11.5,H,0.0,9.0
Arsenal,Cardiff,1,1.25,6.1,11.0,H,0.0,9.0
Arsenal,Cardiff,1,1.2,6.0,15.0,H,0.0,9.0
Arsenal,Cardiff,1,1.22,7.0,15.0,H,0.0,9.0
Arsenal,Cardiff,1,1.25,7.35,15.5,H,0.0,9.0
Arsenal,Cardiff,1,1.23,6.77,13.42,H,0.0,9.0
Fulham,Brighton,1,2.37,3.3,3.3,H,13.0,7.0
Fulham,Brighton,1,2.4,3.1,3.3,H,13.0,7.0
Fulham,Brighton,1,2.35,3.2,3.2,H,13.0,7.0
Fulham,Brighton,1,2.35,3.2,3.2,H,13.0,7.0
Fulham,Brighton,1,2.4,3.3,3.3,H,13.0,7.0
Fulham,Brighton,1,2.46,3.3,3.5,H,13.0,7.0
Fulham,Brighton,1,2.39,3.2,3.28,H,13.0,7.0
Huddersfield,Everton,1,4.0,3.3,2.1,A,14.0,12.0
Huddersfield,Everton,1,4.0,3.3,2.05,A,14.0,12.0
Huddersfield,Everton,1,4.0,3.3,2.0,A,14.0,12.0
Huddersfield,Everton,1,4.0,3.2,2.05,A,14.0,12.0
Huddersfield,Everton,1,4.1,3.3,2.1,A,14.0,12.0
Huddersfield,Everton,1,4.1,3.38,2.14,A,14.0,12.0
Huddersfield,Everton,1,3.96,3.28,2.08,A,14.0,12.0
Man United,Burnley,1,1.28,6.0,12.0,D,19.0,8.0
Man United,Burnley,1,1.26,6.0,12.0,D,19.0,8.0
Man United,Burnley,1,1.22,6.5,12.5,D,19.0,8.0
Man United,Burnley,1,1.25,5.8,12.0,D,19.0,8.0
Man United,Burnley,1,1.29,6.0,13.0,D,19.0,8.0
Man United,Burnley,1,1.31,6.5,13.5,D,19.0,8.0
Man United,Burnley,1,1.28,5.83,11.77,D,19.0,8.0
Newcastle,Man City,1,19.0,8.0,1.18,H,21.0,18.0
Newcastle,Man City,1,16.5,7.5,1.18,H,21.0,18.0
Newcastle,Man City,1,13.0,7.0,1.2,H,21.0,18.0
Newcastle,Man City,1,17.0,6.5,1.18,H,21.0,18.0
Newcastle,Man City,1,18.0,7.5,1.2,H,21.0,18.0
Newcastle,Man City,1,19.0,8.1,1.21,H,21.0,18.0
Newcastle,Man City,1,16.18,7.41,1.19,H,21.0,18.0
Wolves,West Ham,1,2.1,3.5,3.75,H,35.0,33.0
Wolves,West Ham,1,2.1,3.4,3.75,H,35.0,33.0
Wolves,West Ham,1,2.05,3.45,3.7,H,35.0,33.0
Wolves,West Ham,1,2.05,3.4,3.75,H,35.0,33.0
Wolves,West Ham,1,2.1,3.5,3.9,H,35.0,33.0
Wolves,West Ham,1,2.13,3.58,3.9,H,35.0,33.0
Wolves,West Ham,1,2.08,3.45,3.77,H,35.0,33.0
Bournemouth,Chelsea,1,5.25,4.2,1.66,H,6.0,10.0
Bournemouth,Chelsea,1,5.5,4.1,1.6,H,6.0,10.0
Bournemouth,Chelsea,1,5.2,3.9,1.65,H,6.0,10.0
Bournemouth,Chelsea,1,5.5,4.0,1.62,H,6.0,10.0
Bournemouth,Chelsea,1,5.75,4.2,1.65,H,6.0,10.0
Bournemouth,Chelsea,1,5.75,4.35,1.67,H,6.0,10.0
Bournemouth,Chelsea,1,5.42,4.1,1.63,H,6.0,10.0
Liverpool,Leicester,1,1.22,7.0,15.0,D,17.0,16.0
Liverpool,Leicester,1,1.22,6.5,13.0,D,17.0,16.0
Liverpool,Leicester,1,1.22,6.5,12.5,D,17.0,16.0
Liverpool,Leicester,1,1.22,6.5,13.0,D,17.0,16.0
Liverpool,Leicester,1,1.25,6.5,15.0,D,17.0,16.0
Liverpool,Leicester,1,1.26,7.1,15.0,D,17.0,16.0
Liverpool,Leicester,1,1.23,6.41,13.41,D,17.0,16.0
Southampton,Crystal Palace,1,2.4,3.4,3.2,D,26.0,11.0
Southampton,Crystal Palace,1,2.3,3.3,3.2,D,26.0,11.0
Southampton,Crystal Palace,1,2.3,3.3,3.15,D,26.0,11.0
Southampton,Crystal Palace,1,2.35,3.3,3.1,D,26.0,11.0
Southampton,Crystal Palace,1,2.38,3.4,3.25,D,26.0,11.0
Southampton,Crystal Palace,1,2.45,3.4,3.29,D,26.0,11.0
Southampton,Crystal Palace,1,2.35,3.32,3.18,D,26.0,11.0
Tottenham,Watford,1,1.66,4.0,5.75,H,30.0,31.0
Tottenham,Watford,1,1.65,3.9,5.25,H,30.0,31.0
Tottenham,Watford,1,1.63,4.0,5.3,H,30.0,31.0
Tottenham,Watford,1,1.62,3.9,5.8,H,30.0,31.0
Tottenham,Watford,1,1.67,4.0,5.75,H,30.0,31.0
Tottenham,Watford,1,1.68,4.11,6.05,H,30.0,31.0
Tottenham,Watford,1,1.64,3.95,5.54,H,30.0,31.0
Brighton,Watford,2,2.55,3.3,3.0,D,7.0,31.0
Brighton,Watford,2,2.45,3.3,2.95,D,7.0,31.0
Brighton,Watford,2,2.55,3.2,2.9,D,7.0,31.0
Brighton,Watford,2,2.55,3.2,2.9,D,7.0,31.0
Brighton,Watford,2,2.63,3.25,3.0,D,7.0,31.0
Brighton,Watford,2,2.65,3.35,3.01,D,7.0,31.0
Brighton,Watford,2,2.55,3.23,2.94,D,7.0,31.0
Burnley,Southampton,2,2.55,3.5,2.87,D,8.0,26.0
Burnley,Southampton,2,2.5,3.3,2.85,D,8.0,26.0
Burnley,Southampton,2,2.55,3.25,2.85,D,8.0,26.0
Burnley,Southampton,2,2.5,3.3,2.88,D,8.0,26.0
Burnley,Southampton,2,2.6,3.3,3.0,D,8.0,26.0
Burnley,Southampton,2,2.6,3.5,3.0,D,8.0,26.0
Burnley,Southampton,2,2.54,3.32,2.88,D,8.0,26.0
Cardiff,Bournemouth,2,3.25,3.5,2.3,H,9.0,6.0
Cardiff,Bournemouth,2,3.0,3.4,2.35,H,9.0,6.0
Cardiff,Bournemouth,2,3.1,3.4,2.3,H,9.0,6.0
Cardiff,Bournemouth,2,3.2,3.4,2.25,H,9.0,6.0
Cardiff,Bournemouth,2,3.3,3.5,2.3,H,9.0,6.0
Cardiff,Bournemouth,2,3.31,3.5,2.42,H,9.0,6.0
Cardiff,Bournemouth,2,3.15,3.41,2.32,H,9.0,6.0
Chelsea,Huddersfield,2,1.2,7.5,19.0,H,10.0,14.0
Chelsea,Huddersfield,2,1.17,7.5,16.5,H,10.0,14.0
Chelsea,Huddersfield,2,1.17,7.5,15.0,H,10.0,14.0
Chelsea,Huddersfield,2,1.18,7.0,17.0,H,10.0,14.0
Chelsea,Huddersfield,2,1.2,7.0,19.0,H,10.0,14.0
Chelsea,Huddersfield,2,1.23,7.5,19.0,H,10.0,14.0
Chelsea,Huddersfield,2,1.2,6.81,15.53,H,10.0,14.0
Crystal Palace,Fulham,2,2.05,3.5,4.0,H,11.0,13.0
Crystal Palace,Fulham,2,2.0,3.5,3.8,H,11.0,13.0
Crystal Palace,Fulham,2,2.0,3.45,3.75,H,11.0,13.0
Crystal Palace,Fulham,2,2.0,3.5,3.8,H,11.0,13.0
Crystal Palace,Fulham,2,2.05,3.5,4.0,H,11.0,13.0
Crystal Palace,Fulham,2,2.12,3.6,4.0,H,11.0,13.0
Crystal Palace,Fulham,2,2.02,3.47,3.84,H,11.0,13.0
Everton,Wolves,2,2.37,3.4,3.25,A,12.0,35.0
Everton,Wolves,2,2.3,3.3,3.2,A,12.0,35.0
Everton,Wolves,2,2.35,3.3,3.1,A,12.0,35.0
Everton,Wolves,2,2.35,3.3,3.1,A,12.0,35.0
Everton,Wolves,2,2.45,3.4,3.13,A,12.0,35.0
Everton,Wolves,2,2.45,3.4,3.3,A,12.0,35.0
Everton,Wolves,2,2.36,3.31,3.16,A,12.0,35.0
Tottenham,Newcastle,2,1.44,4.5,9.0,H,30.0,21.0
Tottenham,Newcastle,2,1.42,4.5,8.25,H,30.0,21.0
Tottenham,Newcastle,2,1.4,4.8,7.6,H,30.0,21.0
Tottenham,Newcastle,2,1.42,4.2,9.0,H,30.0,21.0
Tottenham,Newcastle,2,1.45,4.5,9.0,H,30.0,21.0
Tottenham,Newcastle,2,1.47,4.8,9.5,H,30.0,21.0
Tottenham,Newcastle,2,1.43,4.41,8.72,H,30.0,21.0
Leicester,Man United,3,3.6,3.5,2.15,A,16.0,19.0
Leicester,Man United,3,3.7,3.4,2.05,A,16.0,19.0
Leicester,Man United,3,3.4,3.5,2.1,A,16.0,19.0
Leicester,Man United,3,3.6,3.4,2.1,A,16.0,19.0
Leicester,Man United,3,3.7,3.5,2.15,A,16.0,19.0
Leicester,Man United,3,3.84,3.53,2.17,A,16.0,19.0
Leicester,Man United,3,3.63,3.41,2.11,A,16.0,19.0
Man City,Arsenal,3,1.33,6.0,9.0,H,18.0,0.0
Man City,Arsenal,3,1.3,6.0,8.75,H,18.0,0.0
Man City,Arsenal,3,1.35,5.3,8.0,H,18.0,0.0
Man City,Arsenal,3,1.29,6.0,9.5,H,18.0,0.0
Man City,Arsenal,3,1.3,6.25,9.0,H,18.0,0.0
Man City,Arsenal,3,1.35,6.45,10.5,H,18.0,0.0
Man City,Arsenal,3,1.3,6.0,9.23,H,18.0,0.0
West Ham,Liverpool,4,8.0,5.25,1.4,D,33.0,17.0
West Ham,Liverpool,4,7.75,5.25,1.36,D,33.0,17.0
West Ham,Liverpool,4,7.5,4.8,1.4,D,33.0,17.0
West Ham,Liverpool,4,8.0,5.0,1.38,D,33.0,17.0
West Ham,Liverpool,4,8.5,5.25,1.36,D,33.0,17.0
West Ham,Liverpool,4,9.25,5.45,1.43,D,33.0,17.0
West Ham,Liverpool,4,7.95,5.14,1.38,D,33.0,17.0
Everton,Man City,6,10.0,6.25,1.3,A,12.0,18.0
Everton,Man City,6,10.0,6.0,1.28,A,12.0,18.0
Everton,Man City,6,8.0,5.3,1.35,A,12.0,18.0
Everton,Man City,6,10.0,5.5,1.3,A,12.0,18.0
Everton,Man City,6,11.0,6.0,1.3,A,12.0,18.0
Everton,Man City,6,11.0,6.25,1.35,A,12.0,18.0
Everton,Man City,6,9.41,5.78,1.31,A,12.0,18.0
Brighton,Burnley,9,2.05,3.3,4.2,A,7.0,8.0
Brighton,Burnley,9,2.0,3.3,4.1,A,7.0,8.0
Brighton,Burnley,9,2.0,3.2,4.05,A,7.0,8.0
Brighton,Burnley,9,2.05,3.3,4.0,A,7.0,8.0
Brighton,Burnley,9,2.05,3.3,4.33,A,7.0,8.0
Brighton,Burnley,9,2.1,3.41,4.33,A,7.0,8.0
Brighton,Burnley,9,2.04,3.28,4.05,A,7.0,8.0
Crystal Palace,West Ham,9,2.1,3.5,3.75,D,11.0,33.0
Crystal Palace,West Ham,9,2.05,3.4,3.75,D,11.0,33.0
Crystal Palace,West Ham,9,2.1,3.4,3.55,D,11.0,33.0
Crystal Palace,West Ham,9,2.15,3.4,3.6,D,11.0,33.0
Crystal Palace,West Ham,9,2.1,3.5,3.8,D,11.0,33.0
Crystal Palace,West Ham,9,2.18,3.5,3.8,D,11.0,33.0
Crystal Palace,West Ham,9,2.11,3.4,3.65,D,11.0,33.0
Fulham,Man United,9,5.5,4.4,1.61,A,13.0,19.0
Fulham,Man United,9,5.5,4.0,1.62,A,13.0,19.0
Fulham,Man United,9,5.0,4.0,1.65,A,13.0,19.0
Fulham,Man United,9,5.5,4.2,1.62,A,13.0,19.0
Fulham,Man United,9,5.0,4.4,1.65,A,13.0,19.0
Fulham,Man United,9,5.69,4.43,1.65,A,13.0,19.0
Fulham,Man United,9,5.31,4.25,1.62,A,13.0,19.0
Huddersfield,Arsenal,9,5.75,4.4,1.6,A,14.0,0.0
Huddersfield,Arsenal,9,5.5,4.1,1.6,A,14.0,0.0
Huddersfield,Arsenal,9,5.3,4.05,1.63,A,14.0,0.0
Huddersfield,Arsenal,9,5.8,4.2,1.6,A,14.0,0.0
Huddersfield,Arsenal,9,6.0,4.2,1.62,A,14.0,0.0
Huddersfield,Arsenal,9,6.0,4.4,1.66,A,14.0,0.0
Huddersfield,Arsenal,9,5.6,4.14,1.61,A,14.0,0.0
Liverpool,Bournemouth,9,1.22,7.5,14.0,H,17.0,6.0
Liverpool,Bournemouth,9,1.19,7.25,13.5,H,17.0,6.0
Liverpool,Bournemouth,9,1.2,6.5,15.0,H,17.0,6.0
Liverpool,Bournemouth,9,1.2,7.0,15.0,H,17.0,6.0
Liverpool,Bournemouth,9,1.2,7.5,15.0,H,17.0,6.0
Liverpool,Bournemouth,9,1.22,7.7,17.0,H,17.0,6.0
Liverpool,Bournemouth,9,1.2,7.17,14.53,H,17.0,6.0
Southampton,Cardiff,9,1.75,3.9,5.0,A,26.0,9.0
Southampton,Cardiff,9,1.75,3.7,4.75,A,26.0,9.0
Southampton,Cardiff,9,1.75,3.7,4.85,A,26.0,9.0
Southampton,Cardiff,9,1.75,3.7,5.0,A,26.0,9.0
Southampton,Cardiff,9,1.8,3.6,5.2,A,26.0,9.0
Southampton,Cardiff,9,1.81,3.9,5.2,A,26.0,9.0
Southampton,Cardiff,9,1.76,3.7,4.89,A,26.0,9.0
Watford,Everton,9,2.35,3.5,3.2,H,31.0,12.0
Watford,Everton,9,2.25,3.4,3.2,H,31.0,12.0
Watford,Everton,9,2.3,3.4,3.1,H,31.0,12.0
Watford,Everton,9,2.35,3.4,3.1,H,31.0,12.0
Watford,Everton,9,2.38,3.5,3.2,H,31.0,12.0
Watford,Everton,9,2.45,3.5,3.25,H,31.0,12.0
Watford,Everton,9,2.34,3.37,3.15,H,31.0,12.0
Man City,Chelsea,10,1.5,4.75,7.0,H,18.0,10.0
Man City,Chelsea,10,1.48,4.5,6.5,H,18.0,10.0
Man City,Chelsea,10,1.55,4.0,6.2,H,18.0,10.0
Man City,Chelsea,10,1.5,4.4,6.5,H,18.0,10.0
Man City,Chelsea,10,1.53,4.6,6.5,H,18.0,10.0
Man City,Chelsea,10,1.55,4.75,7.04,H,18.0,10.0
Man City,Chelsea,10,1.5,4.45,6.57,H,18.0,10.0
Tottenham,Leicester,10,1.7,3.9,5.5,H,30.0,16.0
Tottenham,Leicester,10,1.65,3.9,5.25,H,30.0,16.0
Tottenham,Leicester,10,1.67,3.9,5.1,H,30.0,16.0
Tottenham,Leicester,10,1.7,3.75,5.5,H,30.0,16.0
Tottenham,Leicester,10,1.7,3.9,5.5,H,30.0,16.0
Tottenham,Leicester,10,1.73,4.03,5.75,H,30.0,16.0
Tottenham,Leicester,10,1.69,3.81,5.32,H,30.0,16.0
Wolves,Newcastle,11,1.7,3.75,5.75,D,35.0,21.0
Wolves,Newcastle,11,1.7,3.6,5.5,D,35.0,21.0
Wolves,Newcastle,11,1.67,3.65,5.5,D,35.0,21.0
Wolves,Newcastle,11,1.7,3.7,5.5,D,35.0,21.0
Wolves,Newcastle,11,1.7,3.7,6.0,D,35.0,21.0
Wolves,Newcastle,11,1.73,3.82,6.0,D,35.0,21.0
Wolves,Newcastle,11,1.69,3.67,5.56,D,35.0,21.0
Cardiff,Watford,2,3.1,3.4,2.45,A,9.0,31.0
Cardiff,Watford,2,3.1,3.3,2.4,A,9.0,31.0
Cardiff,Watford,2,2.85,3.3,2.5,A,9.0,31.0
