,Unnamed: 0,FUND,CNT,SRC_UID,EOM
4006,4006,Deroptyus accipitrinus,954,1676124906944,2013-01-31
4007,4007,Dendrocitta vagabunda,592,206670760,2013-01-31
4008,4008,Anthropoides paradisea,363,880923451687,2013-01-31
4012,4012,Canis mesomelas,6884,105401395916,2013-01-31
4014,4014,Dicrostonyx groenlandicus,18,197463014939188,2013-01-31
4015,4015,Spermophilus lateralis,1329,188703129863464,2013-01-31
4016,4016,Tyto novaehollandiae,3606,638750702637,2013-01-31
4017,4017,Geococcyx californianus,4655,207934051132,2013-01-31
4018,4018,Macaca fuscata,2416,188803777670426,2013-01-31
4019,4019,Bugeranus caruncalatus,2396,206670690,2013-01-31
4020,4020,Phaethon aethereus,171,455157311,2013-01-31
4021,4021,Papio ursinus,1552,409790534092,2013-01-31
4022,4022,Halcyon smyrnesis,2058,200109499869465,2013-01-31
4023,4023,Pycnonotus barbatus,1949,52096762037,2013-01-31
4024,4024,Bucephala clangula,220,737766433094,2013-01-31
4025,4025,Anthropoides paradisea,2173,880923451687,2013-01-31
4026,4026,Varanus komodensis,1856,880930580959,2013-01-31
4028,4028,Panthera pardus,183,656756747842,2013-01-31
4029,4029,Cordylus giganteus,73,108203096943,2013-01-31
4030,4030,Axis axis,282,206670739,2013-01-31
4031,4031,Physignathus cocincinus,389,206670711,2013-01-31
4034,4034,Lamprotornis nitens,6161,656760542396,2013-01-31
4035,4035,Podargus strigoides,286,206670764,2013-01-31
4036,4036,Oncorhynchus nerka,21,206670691,2013-01-31
4038,4038,Cordylus giganteus,2401,108203096943,2013-01-31
4039,4039,Echimys chrysurus,3975,537115818972,2013-01-31
4040,4040,Cereopsis novaehollandiae,2735,206670721,2013-01-31
4041,4041,Pelecanus occidentalis,1569,206670734,2013-01-31
4042,4042,Mustela nigripes,1584,1451747082532,2013-01-31
4043,4043,Ovis canadensis,7413,206670723,2013-01-31
4044,4044,Cercatetus concinnus,23,263029574593,2013-01-31
4045,4045,Manouria emys,62,206670746,2013-01-31
4046,4046,Charadrius tricollaris,494,189669305873243,2013-01-31
4047,4047,Hippotragus niger,2937,460145818838,2013-01-31
4048,4048,Eumetopias jubatus,22,1540205459539,2013-01-31
4050,4050,Balearica pavonina,2,272729054236,2013-02-28
4051,4051,Echimys chrysurus,3375,537115818972,2013-02-28
4052,4052,Melophus lathami,8551,537945078883,2013-02-28
4053,4053,Laniaurius atrococcineus,70,40234253942,2013-02-28
4055,4055,Psophia viridis,7707,206670770,2013-02-28
4056,4056,Alcelaphus buselaphus cokii,8768,181701414249,2013-02-28
4057,4057,Hystrix indica,1107,189395860675734,2013-02-28
4058,4058,Megaderma spasma,13115,206670742,2013-02-28
4059,4059,Marmota flaviventris,3523,188703102004066,2013-02-28
4060,4060,Dicrurus adsimilis,3,188703124648158,2013-02-28
4061,4061,Crotaphytus collaris,2571,323418458,2013-02-28
4062,4062,Nucifraga columbiana,476,40232932742,2013-02-28
4063,4063,Rangifer tarandus,337,36740368922,2013-02-28
4065,4065,Lepus townsendii,3653,188703120510450,2013-02-28
4066,4066,Actophilornis africanus,8196,272675524722,2013-02-28
4068,4068,unavailable,12,206670773,2013-02-28
4069,4069,Litrocranius walleri,8001,880888590812,2013-02-28
4070,4070,Petaurus breviceps,3371,186494805556422,2013-02-28
4074,4074,Panthera pardus,12,656756747842,2013-02-28
4075,4075,Crotalus cerastes,12,181701369631,2013-02-28
4076,4076,Choloepus hoffmani,4128,186267307833917,2013-02-28
4077,4077,Sarkidornis melanotos,7125,108219608754,2013-02-28
4078,4078,unavailable,4260,206670773,2013-02-28
4079,4079,Eumetopias jubatus,53,1540205459539,2013-02-28
4080,4080,Lutra canadensis,4049,168720101925,2013-02-28
4081,4081,Centrocercus urophasianus,5742,324918516,2013-02-28
4082,4082,Falco peregrinus,2843,181989439245,2013-02-28
4083,4083,Choriotis kori,4320,27160283895,2013-02-28
4084,4084,Rhea americana,5132,189669225079108,2013-02-28
4085,4085,Haematopus ater,4,38679964783,2013-02-28
4086,4086,Castor fiber,4125,206670747,2013-02-28
4087,4087,Hystrix cristata,5352,192291882972375,2013-02-28
4088,4088,Plegadis falcinellus,17457,181703187068,2013-02-28
4090,4090,Ardea cinerea,7232,206670715,2013-02-28
4091,4091,Isoodon obesulus,6835,189669356346606,2013-02-28
4092,4092,Eolophus roseicapillus,5551,55902523917,2013-02-28
4093,4093,Cyrtodactylus louisiadensis,12,95461418687,2013-02-28
4096,4096,Actophilornis africanus,246,272675524722,2013-02-28
4097,4097,Orcinus orca,294,108202450315,2013-02-28
4098,4098,Cordylus giganteus,212,108203096943,2013-02-28
4099,4099,Macaca mulatta,279,108207596093,2013-02-28
4100,4100,Macropus giganteus,6921,206670810,2013-02-28
4101,4101,Paradoxurus hermaphroditus,12,401722140628,2013-02-28
4102,4102,Isoodon obesulus,3634,189669356346606,2013-02-28
4103,4103,Canis aureus,3998,206670716,2013-02-28
4104,4104,Gekko gecko,3,263027932466,2013-02-28
4105,4105,Milvus migrans,3231,275505523,2013-02-28
4111,4111,Chelodina longicollis,14,206670761,2013-02-28
4112,4112,unavailable,9711,206670773,2013-02-28
4113,4113,Falco peregrinus,378,181989439245,2013-02-28
4114,4114,Charadrius tricollaris,3532,189669305873243,2013-02-28
4117,4117,Trachyphonus vaillantii,7239,898428021820,2013-02-28
4118,4118,Ourebia ourebi,13265,206670693,2013-02-28
4120,4120,Ephippiorhynchus mycteria,281,52079200642,2013-02-28
4121,4121,Hymenolaimus malacorhynchus,12,206670807,2013-02-28
4122,4122,Merops nubicus,3640,189669487573238,2013-02-28
4123,4123,unavailable,3,206670773,2013-02-28
4126,4126,Bassariscus astutus,10554,1134069654772,2013-02-28
4128,4128,Butorides striatus,6191,28283084613,2013-02-28
4130,4130,Oreamnos americanus,3629,188703116701652,2013-02-28
4131,4131,Lorythaixoides concolor,6412,206670771,2013-02-28
4132,4132,Amphibolurus barbatus,6041,1489764652,2013-02-28
4134,4134,Himantopus himantopus,6797,206670686,2013-02-28
4135,4135,Cabassous sp.,7848,206670692,2013-02-28
4136,4136,Francolinus leucoscepus,23,78217981906,2013-02-28
4137,4137,Macaca fuscata,3553,188803777670426,2013-02-28
4139,4139,Laniaurius atrococcineus,549,40234253942,2013-02-28
4140,4140,Felis concolor,4,855792245768,2013-02-28
4141,4141,Alouatta seniculus,685,40234001221,2013-02-28
4142,4142,Tauraco porphyrelophus,183,69174547266,2013-02-28
4146,4146,Himantopus himantopus,231,206670686,2013-02-28
4147,4147,Myiarchus tuberculifer,3987,188703112484212,2013-02-28
4148,4148,Chloephaga melanoptera,9110,573917296406,2013-02-28
4149,4149,Trachyphonus vaillantii,1269,898428021820,2013-02-28
4151,4151,Eubalaena australis,22,643851054259,2013-02-28
4152,4152,Laniaurius atrococcineus,1011,40234253942,2013-02-28
4153,4153,Hystrix indica,718,189395860675734,2013-02-28
4158,4158,Columba palumbus,5474,1489765858,2013-02-28
4159,4159,Deroptyus accipitrinus,1135,1676124906944,2013-02-28
4160,4160,Dendrocitta vagabunda,1093,206670760,2013-02-28
4161,4161,Anthropoides paradisea,443,880923451687,2013-02-28
4165,4165,Canis mesomelas,10810,105401395916,2013-02-28
4167,4167,Dicrostonyx groenlandicus,12,197463014939188,2013-02-28
4168,4168,Spermophilus lateralis,3544,188703129863464,2013-02-28
4169,4169,Tyto novaehollandiae,6235,638750702637,2013-02-28
4170,4170,Geococcyx californianus,7552,207934051132,2013-02-28
4171,4171,Macaca fuscata,3561,188803777670426,2013-02-28
4172,4172,Bugeranus caruncalatus,3537,206670690,2013-02-28
4173,4173,Phaethon aethereus,224,455157311,2013-02-28
4174,4174,Papio ursinus,2910,409790534092,2013-02-28
4175,4175,Halcyon smyrnesis,3310,200109499869465,2013-02-28
4176,4176,Pycnonotus barbatus,3165,52096762037,2013-02-28
4177,4177,Bucephala clangula,254,737766433094,2013-02-28
4178,4178,Anthropoides paradisea,3359,880923451687,2013-02-28
4179,4179,Varanus komodensis,3092,880930580959,2013-02-28
4181,4181,Panthera pardus,230,656756747842,2013-02-28
4182,4182,Cordylus giganteus,78,108203096943,2013-02-28
4183,4183,Axis axis,325,206670739,2013-02-28
4184,4184,Physignathus cocincinus,400,206670711,2013-02-28
4187,4187,Lamprotornis nitens,9036,656760542396,2013-02-28
4188,4188,Podargus strigoides,337,206670764,2013-02-28
4189,4189,Oncorhynchus nerka,13,206670691,2013-02-28
4191,4191,Cordylus giganteus,4567,108203096943,2013-02-28
4192,4192,Echimys chrysurus,8093,537115818972,2013-02-28
4193,4193,Cereopsis novaehollandiae,5566,206670721,2013-02-28
4194,4194,Pelecanus occidentalis,2851,206670734,2013-02-28
4195,4195,Mustela nigripes,2943,1451747082532,2013-02-28
4196,4196,Ovis canadensis,10638,206670723,2013-02-28
4197,4197,Cercatetus concinnus,14,263029574593,2013-02-28
4198,4198,Manouria emys,54,206670746,2013-02-28
4199,4199,Charadrius tricollaris,565,189669305873243,2013-02-28
4200,4200,Hippotragus niger,5446,460145818838,2013-02-28
4201,4201,Eumetopias jubatus,25,1540205459539,2013-02-28
4203,4203,Balearica pavonina,3,272729054236,2013-03-31
4204,4204,Echimys chrysurus,5828,537115818972,2013-03-31
4205,4205,Melophus lathami,13977,537945078883,2013-03-31
4206,4206,Laniaurius atrococcineus,75,40234253942,2013-03-31
4208,4208,Psophia viridis,12531,206670770,2013-03-31
4209,4209,Alcelaphus buselaphus cokii,13846,181701414249,2013-03-31
4210,4210,Hystrix indica,1347,189395860675734,2013-03-31
4211,4211,Megaderma spasma,18100,206670742,2013-03-31
4212,4212,Marmota flaviventris,6118,188703102004066,2013-03-31
4213,4213,Dicrurus adsimilis,1,188703124648158,2013-03-31
4214,4214,Crotaphytus collaris,3794,323418458,2013-03-31
4215,4215,Nucifraga columbiana,685,40232932742,2013-03-31
4216,4216,Rangifer tarandus,621,36740368922,2013-03-31
4218,4218,Lepus townsendii,6415,188703120510450,2013-03-31
4219,4219,Actophilornis africanus,12672,272675524722,2013-03-31
4221,4221,unavailable,29,206670773,2013-03-31
4222,4222,Litrocranius walleri,13786,880888590812,2013-03-31
4223,4223,Petaurus breviceps,4428,186494805556422,2013-03-31
4227,4227,Panthera pardus,29,656756747842,2013-03-31
4228,4228,Crotalus cerastes,29,181701369631,2013-03-31
4229,4229,Choloepus hoffmani,7078,186267307833917,2013-03-31
4230,4230,Sarkidornis melanotos,12046,108219608754,2013-03-31
4231,4231,unavailable,7291,206670773,2013-03-31
4232,4232,Eumetopias jubatus,57,1540205459539,2013-03-31
4233,4233,Lutra canadensis,6941,168720101925,2013-03-31
4234,4234,Centrocercus urophasianus,9818,324918516,2013-03-31
4235,4235,Falco peregrinus,4833,181989439245,2013-03-31
4236,4236,Choriotis kori,7061,27160283895,2013-03-31
4237,4237,Rhea americana,8423,189669225079108,2013-03-31
4238,4238,Haematopus ater,7,38679964783,2013-03-31
4239,4239,Castor fiber,6543,206670747,2013-03-31
4240,4240,Hystrix cristata,10272,192291882972375,2013-03-31
4241,4241,Plegadis falcinellus,26389,181703187068,2013-03-31
4243,4243,Ardea cinerea,11986,206670715,2013-03-31
4244,4244,Isoodon obesulus,12502,189669356346606,2013-03-31
4245,4245,Eolophus roseicapillus,9309,55902523917,2013-03-31
4246,4246,Cyrtodactylus louisiadensis,29,95461418687,2013-03-31
4250,4250,Actophilornis africanus,496,272675524722,2013-03-31
4251,4251,Orcinus orca,498,108202450315,2013-03-31
4252,4252,Cordylus giganteus,441,108203096943,2013-03-31
4253,4253,Macaca mulatta,481,108207596093,2013-03-31
4254,4254,Macropus giganteus,11435,206670810,2013-03-31
4255,4255,Paradoxurus hermaphroditus,29,401722140628,2013-03-31
4256,4256,Isoodon obesulus,6306,189669356346606,2013-03-31
4257,4257,Canis aureus,6620,206670716,2013-03-31
4258,4258,Milvus migrans,5255,275505523,2013-03-31
4264,4264,Chelodina longicollis,32,206670761,2013-03-31
4265,4265,unavailable,14512,206670773,2013-03-31
4266,4266,Falco peregrinus,595,181989439245,2013-03-31
4267,4267,Charadrius tricollaris,5958,189669305873243,2013-03-31
4270,4270,Trachyphonus vaillantii,12181,898428021820,2013-03-31
4271,4271,Ourebia ourebi,21433,206670693,2013-03-31
4272,4272,Ephippiorhynchus mycteria,558,52079200642,2013-03-31
4273,4273,Hymenolaimus malacorhynchus,29,206670807,2013-03-31
4274,4274,Merops nubicus,6486,189669487573238,2013-03-31
4276,4276,Bassariscus astutus,16705,1134069654772,2013-03-31
4277,4277,Butorides striatus,10216,28283084613,2013-03-31
4279,4279,Oreamnos americanus,6312,188703116701652,2013-03-31
4280,4280,Lorythaixoides concolor,10535,206670771,2013-03-31
4281,4281,Amphibolurus barbatus,10029,1489764652,2013-03-31
4283,4283,Himantopus himantopus,11475,206670686,2013-03-31
4284,4284,Cabassous sp.,13060,206670692,2013-03-31
4285,4285,Francolinus leucoscepus,33,78217981906,2013-03-31
4286,4286,Macaca fuscata,4987,188803777670426,2013-03-31
4288,4288,Laniaurius atrococcineus,809,40234253942,2013-03-31
4289,4289,Felis concolor,3,855792245768,2013-03-31
4290,4290,Alouatta seniculus,964,40234001221,2013-03-31
4291,4291,Tauraco porphyrelophus,286,69174547266,2013-03-31
4295,4295,Himantopus himantopus,207,206670686,2013-03-31
4296,4296,Myiarchus tuberculifer,6987,188703112484212,2013-03-31
4297,4297,Chloephaga melanoptera,14566,573917296406,2013-03-31
4298,4298,Trachyphonus vaillantii,1719,898428021820,2013-03-31
4300,4300,Eubalaena australis,32,643851054259,2013-03-31
4301,4301,Laniaurius atrococcineus,790,40234253942,2013-03-31
4302,4302,Hystrix indica,659,189395860675734,2013-03-31
4307,4307,Columba palumbus,9207,1489765858,2013-03-31
4308,4308,Deroptyus accipitrinus,1848,1676124906944,2013-03-31
4309,4309,Dendrocitta vagabunda,1794,206670760,2013-03-31
4310,4310,Anthropoides paradisea,684,880923451687,2013-03-31
4314,4314,Canis mesomelas,15694,105401395916,2013-03-31
4316,4316,Dicrostonyx groenlandicus,29,197463014939188,2013-03-31
4317,4317,Spermophilus lateralis,6257,188703129863464,2013-03-31
4318,4318,Tyto novaehollandiae,10178,638750702637,2013-03-31
4319,4319,Geococcyx californianus,12126,207934051132,2013-03-31
4320,4320,Macaca fuscata,5924,188803777670426,2013-03-31
4321,4321,Bugeranus caruncalatus,5804,206670690,2013-03-31
4322,4322,Phaethon aethereus,378,455157311,2013-03-31
4323,4323,Papio ursinus,4949,409790534092,2013-03-31
4324,4324,Halcyon smyrnesis,5597,200109499869465,2013-03-31
4325,4325,Pycnonotus barbatus,5186,52096762037,2013-03-31
4326,4326,Bucephala clangula,293,737766433094,2013-03-31
4327,4327,Anthropoides paradisea,5470,880923451687,2013-03-31
4328,4328,Varanus komodensis,5043,880930580959,2013-03-31
4330,4330,Panthera pardus,423,656756747842,2013-03-31
4331,4331,Cordylus giganteus,86,108203096943,2013-03-31
4332,4332,Axis axis,507,206670739,2013-03-31
4333,4333,Physignathus cocincinus,626,206670711,2013-03-31
4336,4336,Lamprotornis nitens,14393,656760542396,2013-03-31
4337,4337,Podargus strigoides,343,206670764,2013-03-31
4338,4338,Oncorhynchus nerka,30,206670691,2013-03-31
4340,4340,Cordylus giganteus,7573,108203096943,2013-03-31
4341,4341,Echimys chrysurus,12523,537115818972,2013-03-31
4342,4342,Cereopsis novaehollandiae,9278,206670721,2013-03-31
4343,4343,Pelecanus occidentalis,4928,206670734,2013-03-31
4344,4344,Mustela nigripes,4789,1451747082532,2013-03-31
4345,4345,Ovis canadensis,15660,206670723,2013-03-31
4346,4346,Cercatetus concinnus,32,263029574593,2013-03-31
4347,4347,Manouria emys,53,206670746,2013-03-31
4348,4348,Charadrius tricollaris,716,189669305873243,2013-03-31
4349,4349,Hippotragus niger,9310,460145818838,2013-03-31
4350,4350,Eumetopias jubatus,36,1540205459539,2013-03-31
4352,4352,Echimys chrysurus,2727,537115818972,2013-04-30
4353,4353,Melophus lathami,6747,537945078883,2013-04-30
4354,4354,Laniaurius atrococcineus,72,40234253942,2013-04-30
4356,4356,Psophia viridis,6554,206670770,2013-04-30
4357,4357,Alcelaphus buselaphus cokii,7274,181701414249,2013-04-30
4358,4358,Hystrix indica,706,189395860675734,2013-04-30
4359,4359,Megaderma spasma,11468,206670742,2013-04-30
4360,4360,Marmota flaviventris,2356,188703102004066,2013-04-30
4361,4361,Dicrurus adsimilis,15,188703124648158,2013-04-30
4362,4362,Crotaphytus collaris,2187,323418458,2013-04-30
4363,4363,Nucifraga columbiana,398,40232932742,2013-04-30
4364,4364,Rangifer tarandus,270,36740368922,2013-04-30
4366,4366,Lepus townsendii,1657,188703120510450,2013-04-30
4367,4367,Actophilornis africanus,7205,272675524722,2013-04-30
4369,4369,unavailable,46,206670773,2013-04-30
4370,4370,Litrocranius walleri,5658,880888590812,2013-04-30
4371,4371,Petaurus breviceps,2521,186494805556422,2013-04-30
4375,4375,Panthera pardus,46,656756747842,2013-04-30
4376,4376,Crotalus cerastes,46,181701369631,2013-04-30
4377,4377,Choloepus hoffmani,3296,186267307833917,2013-04-30
4378,4378,Sarkidornis melanotos,5535,108219608754,2013-04-30
4379,4379,unavailable,3217,206670773,2013-04-30
4380,4380,Eumetopias jubatus,52,1540205459539,2013-04-30
4381,4381,Lutra canadensis,3150,168720101925,2013-04-30
4382,4382,Centrocercus urophasianus,4787,324918516,2013-04-30
4383,4383,Falco peregrinus,2221,181989439245,2013-04-30
4384,4384,Choriotis kori,3499,27160283895,2013-04-30
4385,4385,Rhea americana,3592,189669225079108,2013-04-30
4386,4386,Haematopus ater,27,38679964783,2013-04-30
4387,4387,Castor fiber,3553,206670747,2013-04-30
4388,4388,Hystrix cristata,4081,192291882972375,2013-04-30
4389,4389,Plegadis falcinellus,14287,181703187068,2013-04-30
4391,4391,Ardea cinerea,5934,206670715,2013-04-30
4392,4392,Isoodon obesulus,4546,189669356346606,2013-04-30
4393,4393,Eolophus roseicapillus,4298,55902523917,2013-04-30
4394,4394,Cyrtodactylus louisiadensis,46,95461418687,2013-04-30
4397,4397,Actophilornis africanus,187,272675524722,2013-04-30
4398,4398,Orcinus orca,232,108202450315,2013-04-30
4399,4399,Cordylus giganteus,147,108203096943,2013-04-30
4400,4400,Macaca mulatta,203,108207596093,2013-04-30
4401,4401,Macropus giganteus,5176,206670810,2013-04-30
4402,4402,Paradoxurus hermaphroditus,46,401722140628,2013-04-30
4403,4403,Isoodon obesulus,2845,189669356346606,2013-04-30
4404,4404,Canis aureus,3216,206670716,2013-04-30
4405,4405,Milvus migrans,2644,275505523,2013-04-30
4411,4411,Chelodina longicollis,46,206670761,2013-04-30
4412,4412,unavailable,7842,206670773,2013-04-30
4413,4413,Falco peregrinus,422,181989439245,2013-04-30
4414,4414,Charadrius tricollaris,2088,189669305873243,2013-04-30
4417,4417,Trachyphonus vaillantii,5595,898428021820,2013-04-30
4418,4418,Ourebia ourebi,10369,206670693,2013-04-30
4419,4419,Ephippiorhynchus mycteria,192,52079200642,2013-04-30
4420,4420,Hymenolaimus malacorhynchus,46,206670807,2013-04-30
4421,4421,Merops nubicus,1821,189669487573238,2013-04-30
4422,4422,unavailable,1,206670773,2013-04-30
4424,4424,Bassariscus astutus,8676,1134069654772,2013-04-30
4425,4425,Butorides striatus,4488,28283084613,2013-04-30
4427,4427,Oreamnos americanus,2343,188703116701652,2013-04-30
4428,4428,Lorythaixoides concolor,5273,206670771,2013-04-30
4429,4429,Amphibolurus barbatus,4631,1489764652,2013-04-30
4431,4431,Himantopus himantopus,5829,206670686,2013-04-30
4432,4432,Cabassous sp.,6460,206670692,2013-04-30
4433,4433,Francolinus leucoscepus,53,78217981906,2013-04-30
4434,4434,Macaca fuscata,2843,188803777670426,2013-04-30
4435,4435,Laniaurius atrococcineus,525,40234253942,2013-04-30
4436,4436,Felis concolor,8,855792245768,2013-04-30
4437,4437,Alouatta seniculus,681,40234001221,2013-04-30
4438,4438,Tauraco porphyrelophus,156,69174547266,2013-04-30
4442,4442,Himantopus himantopus,352,206670686,2013-04-30
4443,4443,Myiarchus tuberculifer,2567,188703112484212,2013-04-30
4444,4444,Chloephaga melanoptera,7916,573917296406,2013-04-30
4445,4445,Trachyphonus vaillantii,1011,898428021820,2013-04-30
